id_cliente,id_ciudad,nombre,apellido,tipo_documento,numero_documento,fecha_nacimiento,direccion,email,telefono,estado
3730,439,ricarda,escriva cervera,CC,387532465,1971-02-27,Cl 170 Cr 177,sjava@yahoo.ca,(+57) 305 296 22 03,Activo
3221,832,socorro,morales guerrero,CC,550046825,1986-06-25,Cl 53 Cr 3T Bis,jipsen@outlook.com,(+57) 309 336 03 50,Activo
9354,777,asuncion agata,gutierrez morera,CC,99768801,1974-04-29,Cl 29R Cr 189,lahvak@optonline.net,(+57)3165530671,Activo
1522,970,jesus,frias ibanez,CC,314196341,1990-07-06,Cl 69 Cr 150,mlewan@yahoo.com,+573097199178,Activo
3938,475,teodosio,nino,CC,998597965,1982-07-30,Cl 89A Cr 5ª,zwood@verizon.net,(+57) 306 921 86 50,Inactivo
3136,903,susana,vizcaino nunez,CC,990383674,1995-01-16,Cl 118 Cr 4ª,kassiesa@hotmail.com,+576059636880,Activo
3566,455,abilio,cuellar rovira,CC,769667186,1993-07-17,Cl 3ª Cr 133,rnewman@hotmail.com,+57 605 580 25 63,Activo
3468,326,adora,alberto rebollo,CC,464497757,1970-09-10,Cl 174Q Cr 66K,jaxweb@gmail.com,+576023800481,Activo
8028,513,primitivo,jaen garces,CC,974103316,1995-02-13,Cl 138T Cr 47,eidac@aol.com,+573002545695,Activo
8154,633,delfina,donoso,CC,248242001,1996-04-11,Cl 1ª Cr 65,lishoy@gmail.com,+57 317 234 04 09,Activo
1399,790,julio,fuster vigil,CC,390653451,1995-03-16,Cl 3ª Cr 1ª,delpino@aol.com,(+57) 310 729 38 24,Activo
7528,210,cintia,carballo bayona,CC,251742161,1987-09-03,Cl 73B Cr 153T,catalog@att.net,(+57) 606 559 63 17,Activo
7047,309,fortunata,pascual ribas,CC,882257341,1988-01-06,Cl 102 Cr 190,hoyer@hotmail.com,(+57) 605 390 70 54,Activo
2659,139,lilia,figuerola bauzà,CC,744802281,1977-08-26,Cl 129 Cr 59P,esokullu@live.com,+57 320 858 01 99,Activo
8865,514,pili,morell oliver,CC,56621512,1973-08-06,Cl 3ª Cr 196Y,heidrich@hotmail.com,+57 325 796 71 59,Activo
2283,260,estrella,penas benito,CC,838541571,1982-08-26,Cl 159K Cr 67,kohlis@live.com,(+57)3044974211,Activo
2932,992,maria angeles,roura carnero,CC,544594231,1987-07-05,Cl 9ª Cr 161,corrada@att.net,(+57)3238849559,Activo
1021,282,violeta violeta,lamas sarabia,CE,698275330,1990-01-11,Cl 122 Cr 7ª,chaffar@sbcglobal.net,+57 605 573 65 33,Activo
1274,653,ruben,marquez belda,CE,987250874,1981-09-22,Cl 93D Bis Cr 118M,josem@hotmail.com,+57 609 304 12 44,Activo
2615,988,manola,criado,Pasaporte,286391706,1985-07-08,Cl 16 Cr 18,jsmith@mac.com,+57 605 896 85 69,Activo
5875,553,rita,asensio salgado,CC,367542251,1990-02-02,Cl 13 Bis Cr 161J,hmbrand@hotmail.com,+573161610305,Activo
5053,704,daniela,cabello valles,CC,120729892,1982-10-26,Cl 3B Cr 8R,corrada@gmail.com,+57 320 320 33 43,Activo
9687,529,nicolasa aurelia,lasa puig,CC,767502796,1979-03-31,Cl 46 Cr 87B,bryam@icloud.com,(+57) 314 774 94 87,Activo
6995,541,jonatan,trillo larranaga,CC,708431528,1991-05-05,Cl 10I Bis Cr 113,gmcgath@hotmail.com,(+57) 310 187 55 46,Inactivo
4868,664,jose francisco,alvarado pombo,CC,873392517,1999-06-17,Cl 72 Cr 108L,fukuchi@yahoo.com,+573114324062,Bloqueado
4941,649,samanta casandra,borrell maestre,CC,158447200,1970-01-23,Cl 52 Cr 3 Bis,jshearer@mac.com,+573021972204,Activo
1519,451,emilia maria luisa,lluch vives,CC,351780289,1980-06-22,Cl 2 Bis Cr 80,phish@live.com,+57 609 734 85 95,Activo
1006,850,esteban,guillen mena,CC,785607503,1974-07-23,Cl 68 Cr 65,manuals@aol.com,+57 319 140 54 10,Activo
8715,879,josue,rocha juan,CC,878078462,1993-01-31,Cl 43 Cr 6ª,meder@outlook.com,(+57)3166688732,Activo
1196,590,encarnacion,aleman prats,CC,22052360,1995-01-31,Cl 3D Bis P Cr 184 Sur,gomor@icloud.com,+573172381692,Activo
1106,738,celia,verdu,CC,904705295,1990-08-09,Cl 126W Cr 129,hauma@gmail.com,+57 302 876 32 80,Activo
5686,514,espiridion,del vinas,CC,978184419,1983-08-19,Cl 83 Cr 16,godeke@yahoo.ca,(+57) 308 878 12 20,Activo
5870,131,melania,lobato mena,CC,975840573,1983-04-01,Cl 6ª Cr 5ª,jdhedden@mac.com,+57 314 234 15 37,Activo
4978,153,sosimo,roig bayo,CC,624432666,1988-04-26,Cl 8ª Cr 2ª,tbeck@gmail.com,+57 324 327 70 78,Activo
6806,646,abel,carrasco belda,CE,962818168,1978-08-03,Cl 95 Cr 165L,bryanw@outlook.com,+57 602 309 13 48,Activo
2029,959,alicia celestina,ibanez santana,CC,129937100,1989-11-26,Cl 61 Cr 67F,draper@me.com,+573290608791,Activo
7461,731,conrado,torre,CC,529003840,1993-08-10,Cl 5ª Cr 91K,anicolao@optonline.net,(+57) 313 905 90 43,Bloqueado
9693,712,leoncio,pombo nadal,CC,924214259,1971-05-29,Cl 66C Cr 190,mxiao@comcast.net,+573068760640,Activo
5802,251,marcia,tomas,CC,30614125,1995-11-14,Cl 126 Sur Cr 60,mleary@yahoo.ca,+573234746661,Bloqueado
8775,832,aurelia,del ocana,CC,273279965,1972-09-22,Cl 59 Cr 48,louise@comcast.net,+576016463257,Activo
1087,594,porfirio,cases fabregat,CC,971330578,1978-12-12,Cl 13 Cr 63S,solomon@gmail.com,+57 324 996 84 93,Activo
9636,938,maristela,marmol,CC,121183401,1999-10-15,Cl 48 Cr 27,dgatwood@live.com,(+57) 315 576 78 08,Activo
5076,744,leticia,azorin cortina,CC,46415335,1999-09-22,Cl 77 Cr 166,augusto@outlook.com,(+57) 312 074 79 89,Activo
3391,158,regulo,de sacristan,Pasaporte,327991210,1975-08-20,Cl 96 Cr 57,rafasgj@msn.com,(+57) 313 892 13 53,Activo
7427,417,esteban,del muniz,CE,407329007,1973-09-03,Cl 140 Cr 98 Bis N,solomon@yahoo.ca,(+57)6081524341,Activo
9841,772,trinidad,exposito abella,CC,844654830,1997-03-18,Cl 56 Cr 177B Bis,kildjean@aol.com,+57 329 320 45 35,Activo
2771,993,panfilo,ortiz pardo,CC,270439426,1974-03-17,Cl 8G Cr 3ª,andersbr@att.net,+57 324 275 38 41,Activo
6006,185,glauco,llorens alvarez,CE,226436654,1987-01-05,Cl 35 Cr 92,moonlapse@sbcglobal.net,(+57) 306 365 80 12,Bloqueado
8341,254,susanita,zaragoza higueras,CC,814585656,1970-03-01,Cl 2E Cr 34,schwaang@mac.com,(+57) 605 973 18 61,Inactivo
2715,279,ileana asuncion,beltran samper,CC,671011726,1997-12-28,Cl 87 Cr 164 Bis,geekoid@yahoo.ca,(+57)3042714309,Activo
8879,135,chus,merino casas,CC,97686986,1971-12-11,Cl 143M Bis Cr 146,plover@aol.com,(+57) 314 479 75 73,Activo
9695,883,carmina,cervera,CC,828000294,1979-04-18,Cl 60B Cr 138X Sur,jhardin@hotmail.com,(+57) 606 338 02 53,Activo
7505,926,curro,coello izaguirre,CC,699731930,1972-12-25,Cl 1E Cr 74,jdray@hotmail.com,(+57) 327 478 84 06,Activo
9279,659,mario,roldan,CC,685552881,1977-05-01,Cl 95 Cr 150C,euice@outlook.com,+573151496631,Activo
3219,179,jesusa,fuentes,CC,950487862,1999-01-06,Cl 9ª Cr 11,camenisch@yahoo.ca,+573165178167,Bloqueado
1560,558,oscar,dominguez mayol,CE,220352550,1973-12-20,Cl 7D Cr 42T,lamky@hotmail.com,(+57) 323 345 99 44,Activo
2719,306,angelino,contreras pi,CC,939276895,1986-09-28,Cl 18 Cr 56,alastair@att.net,+57 607 454 58 36,Activo
3904,467,rafa,camino perello,CC,597877644,1994-10-28,Cl 38 Cr 90,british@comcast.net,+573067212328,Activo
3829,847,aura,vidal roma,CC,399044632,1987-11-03,Cl 86 Cr 5ª,rddesign@icloud.com,(+57) 604 539 59 27,Activo
3433,581,lara jordana,ballester llado,CC,195408687,1974-08-13,Cl 7ª Cr 196 Bis,heckerman@me.com,+573238956043,Inactivo
5428,343,anibal,castello sarabia,CC,393436379,1992-03-04,Cl 4J Cr 22,rasca@verizon.net,(+57) 321 813 34 86,Activo
4624,790,adriana,higueras ribes,CC,846375407,1980-05-07,Cl 63 Cr 46,willg@sbcglobal.net,+573196315594,Activo
8698,444,ernesto,cuadrado mesa,CC,324863677,1987-03-14,Cl 196 Cr 108,bryam@verizon.net,+573000812013,Activo
4055,763,estela,ponce losada,CC,313558057,1997-01-24,Cl 58 Cr 195,padme@hotmail.com,+57 306 045 66 81,Activo
5297,462,luis miguel,del tapia,CC,81663391,1971-09-05,Cl 7ª Cr 188,damian@hotmail.com,+57 602 906 87 77,Activo
5643,505,elpidio,agullo tejero,CC,215119424,1988-08-02,Cl 145 Cr 15,tangsh@me.com,(+57)6082865385,Activo
1018,421,maria carmen,rodenas acosta,CC,754051476,1970-09-26,Cl 61 Cr 72Q,yamla@outlook.com,(+57) 604 441 06 75,Activo
6961,900,lucas,vendrell valverde,CC,630034996,1987-12-11,Cl 27 Cr 113,rbarreira@optonline.net,(+57) 315 346 95 65,Activo
3609,436,gerardo,tome real,CC,61626131,1997-06-05,Cl 36 Cr 148,jrifkin@verizon.net,+576041657949,Activo
8058,183,elias,sacristan vazquez,CC,763912060,1998-01-31,Cl 152Q Este Cr 108P Bis,dmouse@sbcglobal.net,+573028940537,Activo
9536,983,victoriano,valencia coloma,CC,611157952,1998-06-05,Cl 39 Cr 114A,tubajon@comcast.net,(+57) 314 860 66 29,Activo
6938,786,vera,ribes cases,CC,420300337,1996-10-11,Cl 86B Este Cr 37,tjensen@att.net,+57 325 523 06 59,Activo
9941,365,ligia,moya calleja,CC,817463726,1980-09-29,Cl 13 Cr 79,tristan@live.com,(+57) 326 261 67 78,Activo
5435,256,evangelina,barragan castell,CC,595800767,1996-01-29,Cl 157W Cr 68,crandall@sbcglobal.net,(+57)3040617479,Activo
9308,787,florencia domitila,castell mendizabal,CC,951130644,1995-12-05,Cl 29Z Cr 3ª,bester@outlook.com,(+57) 607 903 71 05,Activo
9990,353,javier,arellano murcia,CC,340821860,1999-04-02,Cl 147P Cr 78,world@yahoo.ca,(+57)6087275224,Activo
6194,130,aurelia,sans oller,CC,997755991,1991-11-13,Cl 1N Cr 42A,staikos@sbcglobal.net,+57 310 628 64 05,Activo
3487,124,teodora,jerez tormo,CC,788043326,1994-09-22,Cl 1N Cr 75Q,kludge_3487@comcast.net,+57 326 560 37 56,Activo
9725,263,cornelio,noguera lluch,CC,685543523,1992-05-01,Cl 60 Cr 5ª,paulv@sbcglobal.net,(+57)3207647714,Activo
4255,525,carla,serna montalban,CC,101674619,1999-05-05,Cl 174 Cr 91K Sur,jgmyers@sbcglobal.net,+57 307 622 52 29,Activo
7688,208,macarena valeria,feliu mayol,CC,515928353,1986-07-03,Cl 113 Cr 112,josephw@hotmail.com,+573136194564,Activo
2423,539,jacinta paz,domingo rivas,CC,686042068,1999-01-28,Cl 18 Cr 19,sopwith@att.net,+57 328 587 91 85,Activo
9150,380,victor manuel,tejedor nevado,CC,789637431,1986-11-06,Cl 86 Cr 92,sharon@att.net,(+57) 315 337 17 91,Activo
2660,275,blanca,molina francisco,CC,11695104,1977-06-02,Cl 14 Cr 46,ntegrity@msn.com,+573090099525,Activo
3103,996,jonatan,fonseca quevedo,CE,663546511,1981-12-22,Cl 6 Este Cr 40W Este,dgriffith@aol.com,+57 603 565 44 49,Activo
3283,466,humberto,vila,CC,664123326,1995-03-03,Cl 70G Bis Cr 197C,qrczak@verizon.net,(+57) 329 787 02 87,Inactivo
8978,779,isaura,fuentes guardiola,CC,729078319,1988-04-16,Cl 51 Cr 48,bruck@live.com,(+57) 303 723 50 57,Activo
7718,904,rufina,vargas andres,CC,473408077,1979-09-04,Cl 77 Cr 20,camenisch_7718@yahoo.ca,(+57) 607 184 83 81,Activo
3794,260,reinaldo,barral lago,CC,223847711,1984-06-03,Cl 37R Cr 70,mjewell@comcast.net,+57 307 673 32 37,Activo
9707,181,jose,ignacio vila rios,CC,190629686,1991-04-06,Cl 7ª Cr 154 Bis B,daveed@optonline.net,+57 321 090 46 73,Inactivo
6934,183,roberto,canovas segura,CC,242879092,1998-02-18,Cl 157 Cr 155,quantaman@hotmail.com,(+57) 605 711 14 11,Activo
4929,455,romulo,ortega giner,CC,724405320,1980-01-03,Cl 71 Cr 14,szymansk@gmail.com,(+57) 604 451 82 01,Activo
2301,320,gaston,leon solana,CC,726952720,1971-04-01,Cl 23 Cr 33,jemarch@yahoo.ca,(+57)3035956124,Activo
2230,769,emilia,jove ropero,CC,431120892,1986-10-11,Cl 42D Cr 95,rhialto@msn.com,+57 317 351 37 18,Activo
1744,842,calixto,pinedo torrijos,CC,751098431,1993-07-05,Cl 87 Cr 88,flakeg@comcast.net,+57 606 370 49 49,Activo
7904,605,ciro,ledesma bru,Pasaporte,969124593,1982-03-13,Cl 65 Cr 85,rnewman@optonline.net,(+57)3101176215,Activo
3244,950,dora,del segarra,CC,246883010,1977-06-16,Cl 5M Bis Cr 84G,jshearer@yahoo.ca,+57 317 765 35 09,Activo
2887,585,juan bautista,de salazar,CC,151565965,1977-01-30,Av Claudia Nancy Arrieta Cr 7ª,tubesteak@msn.com,(+57) 609 975 49 02,Activo
6367,305,narciso,del anaya,CC,947180558,1998-10-20,Cl 6ª Cr 154,jsnover@gmail.com,(+57) 303 104 44 50,Activo
9611,273,martirio reina,malo alonso,CC,88353670,1993-12-25,Cl 174W Cr 3O Sur,chrwin@live.com,+57 607 999 09 16,Activo
7278,383,maximiliano,maestre mendizabal,Pasaporte,960178884,1987-07-28,Cl 50 Cr 146,jadavis@msn.com,(+57)3007249183,Activo
9745,900,noa,dominguez llorente,CC,950775637,1977-09-05,Cl 43 Bis Cr 2 Este,stevelim@gmail.com,+573101946574,Activo
6929,561,miguel,mur cruz,CE,639823820,1988-10-13,Cl 82H Cr 175,zavadsky@verizon.net,+57 301 064 88 54,Activo
6790,586,gala,gimenez lasa,CC,13782816,1977-08-30,Cl 24 Cr 2ª,mobileip@comcast.net,(+57) 313 196 28 40,Activo
3258,297,saturnino,palacios lamas,CC,611022513,1970-06-01,Cl 9G Bis Cr 84,lauronen@icloud.com,(+57) 327 690 73 15,Activo
1286,922,ariel,castellanos bauzà,CC,582792375,1975-11-22,Cl 3ª Cr 92 Sur,matty@att.net,(+57)3061589729,Activo
6655,590,trinidad,salas gimenez,CC,39552340,1975-05-03,Cl 9ª Cr 59C,simone@mac.com,(+57)3043126185,Activo
2552,158,adalberto,del seco,CC,369723513,1996-10-29,Cl 36 Cr 7ª,claesjac@verizon.net,+57 305 554 12 63,Activo
5606,727,eustaquio,palacios francisco,CE,777795895,1989-09-25,Cl 84 Cr 88,goldberg@yahoo.com,+573132998642,Activo
7100,241,susana,castro ruiz,CC,20271809,1993-10-08,Cl 5ª Cr 11,lahvak@aol.com,(+57)3001685834,Activo
3210,475,emelina melisa,palau seco,CC,29166795,1998-05-01,Cl 60 Cr 51T Sur,jipsen@sbcglobal.net,+57 607 223 37 04,Inactivo
5638,910,sandalio,baeza grande,CC,576951272,1995-10-22,Cl 133 Bis G Cr 112P,elmer@mac.com,(+57) 607 548 45 66,Activo
7864,986,gregorio,guerrero palomino,CC,425599770,1984-02-16,Cl 3ª Cr 19,sisyphus@icloud.com,(+57) 604 615 91 11,Inactivo
1756,727,socorro,de higueras,CC,143174842,1976-09-02,Cl 69 Cr 6ª,stefano@verizon.net,(+57) 320 574 32 24,Activo
7408,331,otilia,viana torres,CC,634211899,1998-08-20,Cl 58 Cr 155,muzzy@aol.com,(+57) 308 937 45 66,Activo
5419,513,luis,guzman alsina,CC,478957366,1972-03-23,Cl 127L Cr 48,bmidd@att.net,+573094038317,Activo
