ID_PRODUCTO_PASIVO,ID_PRODUCTO_BANCO,ID_CLIENTE,NO_CUENTA,SALDO_ACTUAL,CUOTA_MANEJO,FECHA_APERTURA
58878,4,2508,4093-5500-1776-7193-9834,8092486314.864,3400.0,25-05-01
11421,3,1734,4093-5500-6932-9111-9372,2572171342.28563,22000.0,14-12-01
90283,1,8926,4093-5500-6749-0911-9037,939509840.95,7200.0,03-03-12
88632,3,9879,4093-5500-8497-3652-5365,5445936628.3599,22000.0,19-06-21
38006,4,1033,4093-5500-8372-6485-6428,1150368098.922,3400.0,03-09-02
44664,2,6810,4093-5500-2104-5769-8307,926428700.6,15600.0,12-12-09
65257,2,9548,4093-5500-9190-8513-1632,57921570.54,15600.0,05-08-16
51201,1,2902,4093-5500-9024-9637-6883,5229534175.6,7200.0,29-10-04
35442,4,7551,4093-5500-0618-4391-0790,4084015108.1219,3400.0,17-07-07
84107,2,7588,4093-5500-7297-9524-1214,8992319315.0,15600.0,15-07-02
33454,4,5074,4093-5500-8602-9177-0410,1878700925.2503,3400.0,14-08-03
78384,2,5902,4093-5500-9020-6040-2413,3965396464.1,15600.0,27-02-24
71263,4,8154,4093-5500-3895-8033-9088,6561420079.45713,3400.0,28-07-25
86736,1,3519,4093-5500-1760-5118-0313,1232417930.59,7200.0,13-07-08
42307,2,5875,4093-5500-0783-9441-4917,6109429058.6256,15600.0,20-12-09
98300,3,7505,4093-5500-4642-5405-7781,2154696807.3,22000.0,12-12-19
16443,3,9603,4093-5500-5671-2690-2836,6958297598.64,22000.0,11-05-23
38701,3,6977,4093-5500-1090-8688-5654,9112704634.991,22000.0,19-08-09
57728,4,7893,4093-5500-3229-8589-0020,3292301053.6,3400.0,13-08-08
94378,4,4765,4093-5500-5006-1914-5117,4647878420.6,3400.0,09-01-19
21536,1,3652,4093-5500-2801-5552-5870,9257523793.1284,7200.0,24-02-14
19566,2,1729,4093-5500-9250-7961-5147,232134614.562,15600.0,14-05-13
28846,2,2737,4093-5500-6466-8241-5746,7013334729.5,15600.0,04-10-16
38963,4,6961,4093-5500-4370-2599-3746,311395716.58,3400.0,09-06-21
19623,3,7093,4093-5500-5543-2658-8668,5581198978.243,22000.0,21-10-01
96711,3,1015,4093-5500-3021-0303-1300,2261896873.747,22000.0,07-12-06
51480,2,2659,4093-5500-6244-2268-3866,4399722909.2,15600.0,16-12-14
63890,2,2976,4093-5500-6563-3719-0616,1167803786.55,15600.0,30-04-17
16338,2,3423,4093-5500-3825-8029-3625,6997481261.3404,15600.0,02-08-07
76531,1,9676,4093-5500-1190-4063-0011,5282707599.8,7200.0,22-05-04
90964,3,7093,4093-5500-4425-3585-3001,2070763651.7,22000.0,19-07-08
30965,3,7821,4093-5500-1120-5318-8082,4718597403.41,22000.0,27-12-01
16703,3,3136,4093-5500-8287-9550-0914,1930324431.7425,22000.0,15-05-08
81720,2,6618,4093-5500-0750-0690-6649,8279560119.6,15600.0,04-07-20
16309,4,7342,4093-5500-5571-7756-1297,1643837551.6,3400.0,27-10-09
75209,2,2848,4093-5500-5082-3825-9280,6751992348.3919,15600.0,10-03-08
60712,3,7571,4093-5500-0520-4518-4080,4311727508.95,22000.0,18-02-16
17725,2,2305,4093-5500-8504-1246-4931,5786894272.427,15600.0,11-07-02
28797,1,7210,4093-5500-0450-7147-3583,9785930046.98,7200.0,29-08-23
83646,3,5285,4093-5500-9538-0567-1037,9598904942.81664,22000.0,08-07-15
17904,2,3521,4093-5500-6937-0305-1288,4417460543.249,15600.0,07-10-08
93890,3,3221,4093-5500-9020-3877-5868,4934389860.16838,22000.0,13-01-13
29521,1,4841,4093-5500-3374-8033-0385,9604209754.28,7200.0,17-03-25
59546,4,5419,4093-5500-6885-8384-5658,2268483406.8408,3400.0,15-03-20
53958,3,1297,4093-5500-0095-2775-6400,7028163777.71395,22000.0,09-07-06
49674,4,9086,4093-5500-7831-8859-0435,2712424716.2,3400.0,26-01-21
87597,3,1324,4093-5500-9576-0115-3100,4438150521.321,22000.0,22-08-16
56801,4,6072,4093-5500-7268-6116-3081,4436712884.8419,3400.0,11-08-11
16599,3,9856,4093-5500-4740-3086-9114,3825024745.9939,22000.0,19-08-07
75220,2,5316,4093-5500-5560-9039-5861,8792545866.9844,15600.0,09-09-07
43241,4,8774,4093-5500-6711-6200-8010,4249295609.237,3400.0,13-05-09
34494,4,6553,4093-5500-6488-0344-5585,3209977566.5696,3400.0,13-05-25
46904,4,1875,4093-5500-0947-6633-5336,6032456390.43105,3400.0,29-03-23
76170,2,5947,4093-5500-4719-3414-4775,2676014260.625,15600.0,01-10-07
33511,1,8938,4093-5500-2386-3397-1323,7025880846.28,7200.0,05-07-14
48235,1,3794,4093-5500-5662-6522-6120,6695649413.5692,7200.0,10-01-05
71393,3,2719,4093-5500-8795-1450-5785,4002930220.9,22000.0,30-07-19
56125,4,1110,4093-5500-0320-4407-8613,5705951855.65,3400.0,21-08-14
78031,2,3508,4093-5500-7733-8957-1956,8559724720.1297,15600.0,06-03-12
16435,2,1194,4093-5500-1039-8477-2984,3238684026.4393,15600.0,06-09-19
50894,3,6466,4093-5500-4425-5492-4219,8141953127.448,22000.0,26-06-21
87093,2,1662,4093-5500-8154-6412-3799,6680587707.8,15600.0,19-12-01
28560,3,6273,4093-5500-7484-5563-2428,8484504835.6,22000.0,11-11-20
82698,3,2199,4093-5500-4406-6502-3980,439360356.89301,22000.0,26-06-10
34508,3,4735,4093-5500-2891-5351-7138,3658219273.60657,22000.0,18-08-11
10206,2,1314,4093-5500-7185-7641-3748,1557941298.9422,15600.0,18-06-10
89440,2,6983,4093-5500-9358-8318-9871,1452270669.3,15600.0,25-03-11
27477,3,6229,4093-5500-9105-1594-8886,1007133447.868,22000.0,26-03-16
16962,4,1729,4093-5500-8911-1752-5281,4019508111.84882,3400.0,08-05-25
66326,4,5848,4093-5500-7324-9817-1943,4784289225.14852,3400.0,27-11-12
35053,4,1096,4093-5500-8730-2309-2800,5665762499.9,3400.0,08-11-06
77226,1,3255,4093-5500-2434-5712-0573,4541352126.7,7200.0,05-08-06
86820,4,8544,4093-5500-0236-0131-9357,9879327583.26,3400.0,23-08-25
47109,3,4111,4093-5500-6726-2446-8681,8686854227.8,22000.0,28-08-13
49215,2,2790,4093-5500-0292-6837-8926,83971243.421,15600.0,26-06-03
43644,2,3774,4093-5500-7060-8920-8106,5415749080.39,15600.0,03-02-10
96932,4,5958,4093-5500-9748-2890-9145,5228584525.34155,3400.0,22-07-15
11090,2,7461,4093-5500-4859-3418-5479,9156468129.6593,15600.0,03-06-22
17031,3,2165,4093-5500-4888-0891-2976,5724920436.7,22000.0,30-04-16
16985,1,3938,4093-5500-7046-2242-0723,7671198391.9326,7200.0,14-04-19
56565,3,9500,4093-5500-3350-4806-1757,4486442730.424,22000.0,23-04-24
46447,4,7243,4093-5500-8894-1372-7080,6967305410.9897,3400.0,24-03-03
72528,2,1875,4093-5500-9093-0669-0606,4476307235.4011,15600.0,16-09-24
82142,1,9074,4093-5500-7572-4464-2153,8965219168.29,7200.0,18-01-10
17179,3,6823,4093-5500-6769-6404-0847,9523052821.627,22000.0,02-08-20
64122,4,5569,4093-5500-3173-2554-2017,4851139826.0,3400.0,14-07-21
98185,1,4677,4093-5500-4392-5992-3595,4314317793.229,7200.0,15-09-05
80443,3,5663,4093-5500-4340-5319-5500,3922338214.94,22000.0,02-07-01
50236,3,3534,4093-5500-9975-9913-4803,2208736166.4337,22000.0,28-01-13
46629,4,6211,4093-5500-6769-7077-9208,3174039767.471,3400.0,10-11-04
91465,4,2666,4093-5500-8944-6439-8264,5042611669.887,3400.0,23-09-05
99225,2,9015,4093-5500-7065-3760-8670,2978033168.18,15600.0,19-06-01
49430,3,7597,4093-5500-2855-8828-2686,3683803590.395,22000.0,18-12-18
35356,3,9468,4093-5500-8360-5071-6209,2092395636.1167,22000.0,07-06-25
59906,2,8930,4093-5500-1800-2787-5932,179884694.69,15600.0,30-06-15
17259,3,1220,4093-5500-4963-3859-0322,5217471132.4504,22000.0,12-07-12
44095,3,6275,4093-5500-3465-1204-3230,6776814194.1,22000.0,04-02-15
13512,2,2737,4093-5500-2147-1318-3422,1484220193.6,15600.0,22-10-08
72398,4,4602,4093-5500-8086-1822-0854,6864877535.12,3400.0,02-01-17
93645,1,5643,4093-5500-8453-2387-9777,5426853240.4826,7200.0,18-04-06
17849,2,1706,4093-5500-6518-9920-5600,5412695548.4869,15600.0,04-11-25
37110,2,8774,4093-5500-9267-8189-0163,5024570990.7,15600.0,17-05-24
53370,4,8198,4093-5500-2719-7916-2273,7371065477.68322,3400.0,02-04-17
92183,2,8165,4093-5500-4084-6500-7789,1294027962.14,15600.0,08-08-08
61936,2,2258,4093-5500-8027-7478-0705,590074408.543,15600.0,02-12-25
69832,2,5456,4093-5500-8406-7354-5478,1068014779.57,15600.0,23-12-17
53754,4,7210,4093-5500-6009-9006-5097,3886022679.765,3400.0,07-12-22
52084,2,5424,4093-5500-2297-2542-5989,7992737256.57,15600.0,26-01-19
95416,4,7737,4093-5500-7016-2586-1488,8706975812.15829,3400.0,12-12-02
27622,4,9374,4093-5500-7175-1684-0807,8920715203.9505,3400.0,08-02-05
35801,2,7847,4093-5500-3189-7874-6780,7674498848.36,15600.0,26-02-25
60693,2,8029,4093-5500-5699-4864-2386,9214488947.8,15600.0,24-06-03
45426,3,5811,4093-5500-4166-2583-7976,7597301340.74506,22000.0,10-10-10
55387,3,3787,4093-5500-6700-6264-2031,200652765.13,22000.0,19-08-04
20580,4,8444,4093-5500-8683-6972-1334,3315022150.48352,3400.0,11-05-07
90993,3,8765,4093-5500-9809-5230-5835,6594216376.66,22000.0,14-01-07
67134,4,9354,4093-5500-5771-2649-9330,6298121067.86,3400.0,04-01-20
19273,2,5286,4093-5500-4528-7594-8839,8736586314.6391,15600.0,02-09-08
33744,4,2615,4093-5500-6204-7950-3428,8882763843.51,3400.0,20-01-02
48476,3,1297,4093-5500-9068-1168-3419,2946492802.35,22000.0,27-03-11
93993,4,7955,4093-5500-3211-6194-4057,4680295135.12343,3400.0,04-09-20
29956,4,7571,4093-5500-8784-8961-7435,2728481325.458,3400.0,04-04-03
41205,2,5015,4093-5500-8034-4057-2868,4274646210.91968,15600.0,01-03-13
51649,4,6526,4093-5500-8711-6214-4323,9411342659.86193,3400.0,28-01-04
66368,3,9101,4093-5500-0390-7615-6621,9222846271.5,22000.0,19-12-06
92941,2,6806,4093-5500-9400-9183-1335,823557758.8,15600.0,26-10-23
90265,1,2058,4093-5500-7712-1856-4481,6221657394.8505,7200.0,10-11-18
84479,4,3997,4093-5500-3439-1640-4266,1695195229.78,3400.0,25-09-04
28847,2,9687,4093-5500-5405-4636-4258,207541009.5,15600.0,08-09-23
34296,1,9587,4093-5500-7286-5913-8938,814709986.145,7200.0,22-08-01
85803,4,8978,4093-5500-6304-9742-0899,8864913508.17602,3400.0,31-12-05
79815,3,7067,4093-5500-5591-5813-6057,6964717959.7596,22000.0,07-11-19
38038,4,9317,4093-5500-6767-2819-3614,9129325330.6281,3400.0,08-01-19
84677,3,9856,4093-5500-4163-1940-8087,3863148520.78,22000.0,13-07-20
94730,2,7756,4093-5500-2753-2655-0046,9269374869.596,15600.0,07-05-19
63771,2,2615,4093-5500-4049-4607-3525,2002783239.3,15600.0,07-02-18
13767,4,5053,4093-5500-7075-9404-1488,169065888.9,3400.0,02-11-07
34365,2,1151,4093-5500-8013-5371-4596,7311605821.9927,15600.0,03-03-04
57395,1,8100,4093-5500-2057-5904-6823,1815496945.76,7200.0,05-02-18
11298,3,8574,4093-5500-2806-1201-2594,6421539685.4,22000.0,30-04-22
53404,4,1529,4093-5500-6472-1109-9470,1376773341.65373,3400.0,21-12-02
42047,1,4498,4093-5500-3801-4575-9287,1571901209.52,7200.0,23-02-13
11328,3,2223,4093-5500-3722-8786-5873,1959379375.21,22000.0,01-09-05
49845,4,5424,4093-5500-0017-4236-0368,7953437008.54932,3400.0,26-04-14
90393,2,2142,4093-5500-7395-4994-8109,1911927318.8,15600.0,13-07-01
13295,1,1981,4093-5500-2157-3362-8666,9830796319.6,7200.0,29-11-07
62691,1,4085,4093-5500-9185-8982-1075,5372027412.61092,7200.0,19-07-06
26574,1,5207,4093-5500-6245-1815-3775,8071067870.8427,7200.0,14-05-23
20288,2,2054,4093-5500-2033-8462-5237,4189643751.4344,15600.0,14-01-23
72496,2,7000,4093-5500-1180-0059-9740,1622521131.40385,15600.0,09-12-20
27052,3,2725,4093-5500-0324-5920-2545,8412038210.84,22000.0,10-07-03
90361,1,5548,4093-5500-9060-8637-5770,3342784324.7653,7200.0,06-09-12
52272,2,4183,4093-5500-7965-8571-7752,2692388294.92,15600.0,29-06-17
29161,1,2684,4093-5500-6537-8286-5340,6801027461.44,7200.0,01-05-07
41841,3,2977,4093-5500-3237-5465-9767,2558484263.61453,22000.0,23-12-16
95595,2,3170,4093-5500-5050-3031-6040,4835051859.85606,15600.0,09-11-04
64684,2,8221,4093-5500-7228-0763-0758,2144862203.2,15600.0,04-09-22
40925,2,1274,4093-5500-0216-1167-3773,4223957677.68,15600.0,01-11-04
57044,3,8094,4093-5500-4593-5803-8553,7471947123.97821,22000.0,07-05-15
47783,1,6963,4093-5500-2181-7876-7011,9875922650.147,7200.0,12-12-13
83445,4,5053,4093-5500-8748-4633-7782,8237176696.1,3400.0,09-09-18
77031,1,2165,4093-5500-9708-1960-2919,1378492031.1,7200.0,16-05-23
59937,1,1018,4093-5500-1686-4807-0431,2054149789.17918,7200.0,09-02-18
28980,2,1302,4093-5500-5306-4396-2972,7640990437.5993,15600.0,11-12-24
95051,2,7005,4093-5500-5976-9477-1468,5637361536.412,15600.0,24-03-11
82570,2,9587,4093-5500-9901-2467-0014,8804868862.801,15600.0,30-12-15
56453,1,6192,4093-5500-0256-6189-1062,2044842361.50396,7200.0,09-06-14
39873,2,9226,4093-5500-7529-2614-3032,7135718214.10579,15600.0,22-09-09
30340,3,7527,4093-5500-9378-1933-2150,3130498758.5,22000.0,06-01-15
97249,2,2343,4093-5500-8799-5007-1706,3159894751.6,15600.0,05-03-12
24961,1,9236,4093-5500-1090-1700-4976,5973686848.4,7200.0,27-09-25
31919,4,5814,4093-5500-2669-2975-9331,2340848811.5609,3400.0,01-01-16
44341,1,3283,4093-5500-5294-6920-0097,8864784741.5381,7200.0,10-10-20
90093,1,6311,4093-5500-1259-3830-0409,1338762922.4807,7200.0,08-06-08
81601,3,2462,4093-5500-0499-7643-6952,2303139938.9,22000.0,12-02-12
52928,2,4941,4093-5500-5658-3050-1109,5923890002.643,15600.0,08-09-02
47432,2,7983,4093-5500-6763-7005-3406,8793036732.2,15600.0,18-09-02
98900,1,7756,4093-5500-8910-5327-2968,7526044607.2,7200.0,02-01-21
33427,4,4832,4093-5500-4743-5754-1235,2113168557.33711,3400.0,01-06-15
76148,3,5445,4093-5500-0608-3550-2480,9414080833.7,22000.0,24-07-23
92761,3,9868,4093-5500-7777-3309-2374,2387737684.118,22000.0,30-07-21
33176,2,7256,4093-5500-4418-3617-6765,434235457.0,15600.0,09-04-08
66611,2,9194,4093-5500-4982-1049-2896,2675810777.12,15600.0,23-10-09
65994,3,5219,4093-5500-7441-3668-9317,1586546116.8988,22000.0,25-04-11
47776,3,7904,4093-5500-1848-1643-2917,551922026.57,22000.0,17-06-19
33932,1,7508,4093-5500-5128-1441-2046,2564480558.59014,7200.0,08-04-16
44176,2,9578,4093-5500-9223-0687-7372,1656845779.9823,15600.0,02-05-03
12521,4,6820,4093-5500-4364-1989-1420,3389142790.337,3400.0,05-04-07
42755,1,5705,4093-5500-2259-1633-0835,1025333920.139,7200.0,15-08-03
80207,4,8015,4093-5500-1520-8620-9947,433385151.55303,3400.0,05-11-02
31173,1,1915,4093-5500-4777-2082-4397,540696016.8582,7200.0,25-03-16
93381,1,3258,4093-5500-2351-3141-4901,790981454.0,7200.0,31-03-25
54936,1,2768,4093-5500-4195-0616-6276,6500368312.135,7200.0,09-08-08
42267,3,6326,4093-5500-7863-6214-9786,14704937.1566,22000.0,18-09-22
76655,2,4917,4093-5500-3136-3200-7118,1801406954.8,15600.0,24-03-24
28377,3,7528,4093-5500-8816-9472-7924,2664606101.34,22000.0,01-10-07
27006,1,9548,4093-5500-5530-9215-9822,3620032127.61,7200.0,27-06-17
47461,3,7286,4093-5500-5902-7530-2839,2874734156.61,22000.0,10-12-06
44552,4,9882,4093-5500-5623-9864-7113,245184341.298,3400.0,01-03-04
84347,3,9098,4093-5500-0681-3017-9686,2564577643.794,22000.0,26-04-21
18376,2,9015,4093-5500-0263-6969-1255,2900371430.77921,15600.0,07-06-22
84170,1,6655,4093-5500-2223-4320-1041,4688181144.0,7200.0,07-10-04
97859,2,1156,4093-5500-8321-4063-0830,9441549611.1588,15600.0,02-01-22
40474,1,3634,4093-5500-0152-9267-7322,4214645882.41418,7200.0,05-05-17
91785,4,1744,4093-5500-1135-6400-8632,2261075522.92,3400.0,07-08-21
66661,1,9904,4093-5500-6413-3810-6679,6514241088.2362,7200.0,13-01-23
95011,1,4434,4093-5500-7262-2180-0686,9430402928.551,7200.0,26-12-17
16399,2,8100,4093-5500-4998-3244-5230,2371907554.292,15600.0,05-07-13
59581,1,8618,4093-5500-3921-0566-1013,2555612599.2,7200.0,24-03-05
41757,1,6364,4093-5500-8982-9134-6997,9237527713.87,7200.0,29-12-21
37412,3,2609,4093-5500-5612-9047-4710,6891740276.47,22000.0,10-03-11
31621,1,4941,4093-5500-4062-8046-6678,3142180716.8613,7200.0,14-05-05
79865,2,6758,4093-5500-6814-2068-0296,6446815010.18493,15600.0,07-06-18
66395,3,2059,4093-5500-0092-3152-0399,5820100980.3,22000.0,10-07-16
97403,1,9226,4093-5500-0225-4769-3853,477309480.41,7200.0,31-07-21
46513,1,8573,4093-5500-4270-4348-6529,9528941784.2702,7200.0,23-08-16
99417,2,1781,4093-5500-4534-8859-2281,7209617029.79,15600.0,16-03-04
85466,3,6983,4093-5500-1247-8325-9127,8117605928.3,22000.0,16-09-04
50543,2,7417,4093-5500-7011-5770-0682,1559420683.11212,15600.0,24-04-01
25399,1,8879,4093-5500-4445-0270-4017,214409946.234,7200.0,19-07-20
38834,2,5713,4093-5500-9614-2987-3676,9135757190.52,15600.0,11-04-17
67405,3,9279,4093-5500-2440-4814-1130,2605663729.1,22000.0,24-02-05
22649,2,8221,4093-5500-3496-0131-7909,4716666784.9,15600.0,04-07-07
98391,4,4868,4093-5500-6779-6355-2867,3826113258.99185,3400.0,25-08-06
42163,3,4410,4093-5500-3150-8742-2884,767385661.58406,22000.0,15-05-22
50408,2,5150,4093-5500-2258-4213-8974,6791359996.3,15600.0,09-10-09
29489,1,2679,4093-5500-7174-8895-9133,7251657192.432,7200.0,07-09-16
94275,2,1533,4093-5500-9409-0917-6456,8262139591.29,15600.0,28-01-10
54556,2,4072,4093-5500-5264-3959-0189,4268644128.9,15600.0,29-03-04
31158,4,5076,4093-5500-4199-6448-9398,7895561244.6,3400.0,14-02-03
91191,4,1673,4093-5500-0926-9668-7022,8035468049.76551,3400.0,25-09-07
11239,2,5865,4093-5500-7055-5495-9838,7065535095.8715,15600.0,06-12-25
40797,3,4027,4093-5500-1915-8188-6338,8643048844.76,22000.0,07-05-12
10366,2,2319,4093-5500-2379-5061-3067,4688478865.359,15600.0,17-10-10
